title_english,status,episodes,rating,rank,popularity,members,favorites,score,scored_by,genres,themes,demographics
How to Steal 55 Kisses 4th Season,Finished Airing,12.0,PG-13 - Teens 13 or older,9558.0,9504,4433,17,6.11,836.0,"Drama, Romance",,
,Finished Airing,1.0,PG-13 - Teens 13 or older,,7419,8437,17,7.25,4628.0,Drama,Music,Seinen
Legend of Xianwu,Finished Airing,26.0,PG-13 - Teens 13 or older,3173.0,11676,2306,17,7.25,870.0,"Action, Adventure, Fantasy","Historical, Martial Arts",
"One Piece: Open Upon the Great Sea! A Father's Huge, HUGE Dream!",Finished Airing,1.0,PG-13 - Teens 13 or older,3540.0,4093,35253,17,7.18,16955.0,"Action, Adventure, Fantasy",,Shounen
Night is Faint,Finished Airing,1.0,PG-13 - Teens 13 or older,,11462,2466,17,7.55,1543.0,Supernatural,Music,
Hanaukyo Maid Team: La Verite,Finished Airing,12.0,R+ - Mild Nudity,5703.0,4768,25363,17,6.75,11484.0,"Comedy, Romance, Ecchi",Harem,Shounen
Gurren Lagann: Viral's Sweet Dream,Finished Airing,1.0,PG-13 - Teens 13 or older,3441.0,4388,30450,17,7.2,13721.0,Comedy,,
Dragon Prince Yuan,Finished Airing,26.0,PG-13 - Teens 13 or older,1883.0,11327,2558,17,7.54,572.0,"Action, Adventure, Fantasy",Martial Arts,
Najica Blitz Tactics,Finished Airing,12.0,R+ - Mild Nudity,10304.0,5671,16413,17,5.96,6737.0,"Action, Comedy, Sci-Fi, Ecchi",,
,Finished Airing,1.0,PG-13 - Teens 13 or older,4437.0,4362,31072,17,7.01,15503.0,"Action, Sci-Fi","Mecha, Super Power",
,Finished Airing,1.0,R - 17+ (violence & profanity),9073.0,4646,27072,17,6.19,12003.0,"Action, Drama, Mystery, Sci-Fi, Suspense",,
Rainbow Fireflies,Finished Airing,1.0,G - All Ages,4546.0,7349,8608,17,6.98,2241.0,"Fantasy, Romance",Time Travel,
,Finished Airing,1.0,PG-13 - Teens 13 or older,,5995,14142,17,6.51,7783.0,"Boys Love, Comedy, Drama, Erotica",,
,Finished Airing,1.0,PG-13 - Teens 13 or older,,5942,14477,17,7.23,7895.0,,"Idols (Female), Music",
Komada: A Whisky Family,Finished Airing,1.0,PG-13 - Teens 13 or older,5181.0,6954,9967,17,6.85,1491.0,Gourmet,Workplace,
,Finished Airing,9.0,R+ - Mild Nudity,7374.0,7462,8284,17,6.48,2138.0,Comedy,,
,Finished Airing,1.0,Rx - Hentai,,10362,3412,17,7.04,1361.0,Hentai,,
,Finished Airing,25.0,PG - Children,4255.0,7159,9160,17,7.05,3580.0,"Action, Adventure, Sci-Fi","Mecha, Strategy Game",
,Currently Airing,0.0,G - All Ages,14636.0,10767,3027,17,,,Slice of Life,,
Lupin the Third: Fujiko Mine's Lie,Finished Airing,1.0,R+ - Mild Nudity,3132.0,5780,15623,17,7.26,6388.0,"Action, Adventure, Drama",Adult Cast,Seinen
,Not yet aired,0.0,,,8180,6590,17,,,Drama,,Josei
Ray The Animation,Finished Airing,13.0,PG-13 - Teens 13 or older,6658.0,5749,15753,17,6.59,4501.0,"Drama, Romance, Sci-Fi",Medical,
,Finished Airing,1.0,G - All Ages,6060.0,6880,10181,17,6.69,4637.0,"Comedy, Fantasy, Supernatural",,Shoujo
,Finished Airing,2.0,PG-13 - Teens 13 or older,5208.0,4932,23395,17,6.85,9468.0,"Action, Comedy, Fantasy",,
Living Idly and Dying as if Dreaming,Finished Airing,1.0,G - All Ages,,11264,2607,17,7.64,1577.0,,Music,
,Finished Airing,2.0,R - 17+ (violence & profanity),3788.0,3977,37824,17,7.14,20433.0,"Action, Horror, Sci-Fi, Suspense","Gore, Space, Survival",Seinen
Slam Dunk: National Domination! Sakuragi Hanamichi,Finished Airing,1.0,PG-13 - Teens 13 or older,2008.0,5363,19025,17,7.5,9624.0,Sports,"School, Team Sports",Shounen
,Finished Airing,2.0,Rx - Hentai,,7601,7877,17,6.49,2701.0,Hentai,,
Before You Wake Up,Finished Airing,1.0,PG-13 - Teens 13 or older,5068.0,7843,7344,17,6.88,2439.0,Drama,,
,Finished Airing,2.0,Rx - Hentai,,8557,5908,17,6.22,1759.0,Hentai,,
,Finished Airing,1.0,PG-13 - Teens 13 or older,,5998,14120,17,6.75,6923.0,"Drama, Fantasy, Sci-Fi",Music,Shoujo
Marulk's Daily Life,Finished Airing,4.0,PG-13 - Teens 13 or older,5602.0,4601,27720,17,6.77,12492.0,"Adventure, Fantasy",,
,Finished Airing,1.0,PG-13 - Teens 13 or older,6115.0,6852,10294,17,6.69,3448.0,,Super Power,Shounen
New Gods: Nezha Reborn,Finished Airing,1.0,PG-13 - Teens 13 or older,2649.0,8655,5792,17,7.35,3128.0,"Action, Fantasy, Sci-Fi",,
Towanoquon: The Complicity of Dreams,Finished Airing,1.0,PG-13 - Teens 13 or older,2443.0,3909,38924,17,7.4,20150.0,"Action, Sci-Fi",Super Power,
Stellar Transformation 2nd Season,Finished Airing,12.0,PG-13 - Teens 13 or older,2560.0,8976,5242,17,7.37,2381.0,"Action, Adventure, Fantasy, Romance","Historical, Martial Arts",
Cleopatra: Queen of Sex,Finished Airing,1.0,R+ - Mild Nudity,12488.0,7755,7476,17,5.46,2905.0,Sci-Fi,Historical,
,Finished Airing,4.0,PG-13 - Teens 13 or older,6990.0,7154,9223,17,6.54,3032.0,"Action, Comedy, Sci-Fi","Harem, Space",
A Town Where You Live OVA,Finished Airing,2.0,R+ - Mild Nudity,4421.0,5265,20038,17,7.01,9255.0,"Drama, Romance",Love Polygon,Shounen
Tales of Titillation,Finished Airing,3.0,Rx - Hentai,,9739,4122,17,5.92,1166.0,"Comedy, Hentai",,
,Finished Airing,2.0,PG-13 - Teens 13 or older,2491.0,5962,14346,17,7.39,5147.0,"Action, Drama, Supernatural","Historical, Samurai",
Zoids Fuzors,Finished Airing,26.0,PG-13 - Teens 13 or older,7900.0,6466,11739,17,6.39,5230.0,"Action, Adventure, Sci-Fi",Mecha,
Detective Conan Movie 17: Private Eye in the Distant Sea,Finished Airing,1.0,G - All Ages,1426.0,3747,42428,17,7.66,23356.0,"Adventure, Comedy, Mystery",Detective,Shounen
The New Prince of Tennis: Hyoutei vs. Rikkai - Game of Future,Finished Airing,2.0,PG-13 - Teens 13 or older,3953.0,9789,4081,17,7.11,1180.0,Sports,"School, Strategy Game",Shounen
Baka and Test - Summon the Beasts: Magical Hideyoshi Hideyoshi,Finished Airing,1.0,PG-13 - Teens 13 or older,4373.0,4647,27128,17,7.02,11015.0,Comedy,,
Rinshi!! Ekodachan,Finished Airing,11.0,PG-13 - Teens 13 or older,12343.0,6421,11956,17,5.52,3814.0,Comedy,,Seinen
,Finished Airing,11.0,PG-13 - Teens 13 or older,3344.0,5656,16605,16,7.22,5062.0,"Comedy, Romance, Supernatural",,Shounen
Delinquent Detective,Finished Airing,2.0,R - 17+ (violence & profanity),7634.0,7490,8181,16,6.43,2767.0,"Action, Drama","Delinquents, Detective, School",Shoujo
,Finished Airing,1.0,G - All Ages,,11685,2306,16,6.0,1011.0,,Music,
Fox Spirit Matchmaker 6th Season,Finished Airing,26.0,PG-13 - Teens 13 or older,2756.0,7599,7905,16,7.33,2156.0,"Comedy, Romance, Supernatural",Historical,
,Finished Airing,1.0,Rx - Hentai,,9205,4859,16,6.39,1955.0,Hentai,,
"Don't Toy with Me, Miss Nagatoro 2nd Attack Mini Anime",Finished Airing,12.0,PG-13 - Teens 13 or older,9199.0,9811,4061,16,6.17,1219.0,Comedy,School,
Dimension High School,Finished Airing,11.0,PG-13 - Teens 13 or older,13392.0,6840,10322,16,5.11,2996.0,Fantasy,School,
,Finished Airing,12.0,PG-13 - Teens 13 or older,7807.0,5330,19477,16,6.41,8424.0,Comedy,Anthropomorphic,
,Finished Airing,1.0,R - 17+ (violence & profanity),5081.0,4315,31768,16,6.87,8031.0,Action,School,
Yatogame-chan Kansatsu Nikki 3,Finished Airing,12.0,PG-13 - Teens 13 or older,8002.0,5775,15636,16,6.38,5870.0,Comedy,School,Shounen
,Finished Airing,60.0,PG-13 - Teens 13 or older,4907.0,10079,3723,16,6.91,1036.0,"Adventure, Fantasy",,
Living in a World Without Magic,Finished Airing,1.0,PG-13 - Teens 13 or older,,15428,798,16,7.22,287.0,"Drama, Mystery",Music,
,Currently Airing,0.0,Rx - Hentai,,9446,4514,16,6.41,1633.0,Hentai,,
,Finished Airing,15.0,PG-13 - Teens 13 or older,7034.0,7812,7395,16,6.53,2205.0,Comedy,,
Code:Realize ~Guardian of Rebirth~ Set a thief to catch a thief,Finished Airing,1.0,PG-13 - Teens 13 or older,5693.0,6916,10095,16,6.76,3604.0,"Fantasy, Romance","Historical, Reverse Harem",Josei
Ghost in the Shell: SAC_2045 - Sustainable War,Finished Airing,1.0,R+ - Mild Nudity,6879.0,8068,6840,16,6.56,1610.0,"Action, Sci-Fi","Adult Cast, Detective, Mecha, Military",Seinen
,Finished Airing,4.0,R - 17+ (violence & profanity),12901.0,8579,5894,16,5.33,1102.0,"Comedy, Fantasy",Parody,
,Finished Airing,4.0,PG-13 - Teens 13 or older,990.0,5368,19032,16,7.84,7932.0,"Comedy, Fantasy",Mythology,Seinen
,Finished Airing,1.0,G - All Ages,,5959,14352,16,7.33,7912.0,,Music,
,Finished Airing,4.0,PG-13 - Teens 13 or older,7808.0,11322,2559,16,6.41,829.0,"Action, Comedy","Delinquents, Racing, School",Seinen
Heartwork: Love Guns,Finished Airing,3.0,Rx - Hentai,,9004,5181,16,6.22,1723.0,"Action, Hentai",,
,Finished Airing,1.0,PG - Children,9170.0,6263,12703,16,6.18,2645.0,Fantasy,"Isekai, Music",
"Yo-kai Watch the Movie: It's the Secret of Birth, Meow!",Finished Airing,1.0,G - All Ages,4315.0,7776,7450,16,7.04,4354.0,"Award Winning, Comedy, Supernatural",,Kids
Pokémon: Pikachu and Pichu,Finished Airing,1.0,PG - Children,5916.0,3630,44825,16,6.72,25555.0,"Adventure, Comedy, Fantasy",,Kids
Waiting for Rain,Finished Airing,1.0,G - All Ages,,8336,6317,16,7.75,3830.0,,Music,
,Finished Airing,54.0,PG - Children,6632.0,9238,4813,16,6.6,2851.0,"Adventure, Comedy",,
Tomb of Fallen Gods,Finished Airing,16.0,PG-13 - Teens 13 or older,3667.0,11397,2514,16,7.16,903.0,"Action, Adventure, Fantasy",Martial Arts,
Tales of Eternia,Finished Airing,13.0,PG-13 - Teens 13 or older,9108.0,5423,18466,16,6.18,7002.0,"Adventure, Comedy, Fantasy, Romance",,
Princess Knight,Finished Airing,52.0,PG-13 - Teens 13 or older,5948.0,8185,6552,16,6.71,1901.0,"Action, Fantasy, Mystery, Romance",Crossdressing,Shoujo
,Finished Airing,1.0,R - 17+ (violence & profanity),3932.0,5939,14500,16,7.11,5383.0,"Action, Drama, Supernatural","Historical, Samurai",Josei
,Finished Airing,6.0,PG-13 - Teens 13 or older,8668.0,4712,26128,16,6.26,9983.0,Comedy,School,
,Not yet aired,0.0,,,12105,2054,16,,,Drama,Villainess,
The Imaginary,Finished Airing,1.0,PG-13 - Teens 13 or older,3416.0,6893,10173,16,7.21,2904.0,Fantasy,,
Onmyo Kaiten Re:Birth Verse,Currently Airing,0.0,PG-13 - Teens 13 or older,6936.0,5744,15888,16,6.55,2025.0,"Action, Fantasy, Sci-Fi",Isekai,
,Finished Airing,1.0,PG-13 - Teens 13 or older,4351.0,4291,32061,16,7.03,13156.0,Drama,Music,
Towanoquon: Dancing Orchid in Chaos,Finished Airing,1.0,PG-13 - Teens 13 or older,2934.0,3818,41020,16,7.29,21468.0,"Action, Mystery, Sci-Fi",Super Power,
Megaton Musashi Season 2,Finished Airing,15.0,PG-13 - Teens 13 or older,6983.0,9157,4988,16,6.54,1406.0,"Action, Sci-Fi","Mecha, School",
,Finished Airing,1.0,PG-13 - Teens 13 or older,3892.0,8997,5219,16,7.12,323.0,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen
Pokémon Chronicles,Finished Airing,16.0,PG - Children,4945.0,4172,34227,16,6.9,17099.0,"Adventure, Comedy, Fantasy",,Kids
Little Lord Fauntleroy,Finished Airing,43.0,G - All Ages,2714.0,8914,5328,16,7.33,1931.0,"Drama, Slice of Life",Historical,
Fox Spirit Matchmaker 7th Season,Finished Airing,12.0,PG-13 - Teens 13 or older,2765.0,8720,5697,16,7.33,1325.0,"Comedy, Drama, Romance, Supernatural",Historical,
,Finished Airing,2.0,PG-13 - Teens 13 or older,3181.0,5743,15791,16,7.25,6392.0,"Action, Fantasy",Military,
,Finished Airing,12.0,PG-13 - Teens 13 or older,18465.0,22443,186,16,,,Action,,
Catnapped,Finished Airing,1.0,G - All Ages,5557.0,9897,3944,16,6.78,1534.0,Adventure,,
Crimson Climax,Finished Airing,3.0,Rx - Hentai,,8904,5352,16,6.08,1983.0,Hentai,,
,Finished Airing,24.0,G - All Ages,6353.0,6501,11606,16,6.65,4138.0,,Parody,
,Finished Airing,2.0,PG-13 - Teens 13 or older,6077.0,5214,20423,16,6.69,10205.0,,"CGDCT, Military, School",
,Finished Airing,4.0,Rx - Hentai,,9605,4323,16,6.15,1412.0,Hentai,,
,Not yet aired,0.0,,,12921,1587,16,,,"Action, Adventure, Fantasy",,
,Finished Airing,26.0,G - All Ages,10257.0,11681,2310,16,5.98,336.0,Slice of Life,,
Phantom: The Animation,Finished Airing,3.0,R - 17+ (violence & profanity),7595.0,5841,15195,16,6.44,6174.0,"Action, Drama",Organized Crime,
,Finished Airing,8.0,G - All Ages,11195.0,11491,2437,16,5.8,1058.0,Fantasy,School,
,Finished Airing,12.0,PG-13 - Teens 13 or older,8885.0,5853,15061,16,6.22,5174.0,"Comedy, Romance",School,
Ghost Cat Anzu,Finished Airing,1.0,PG-13 - Teens 13 or older,4611.0,8363,6268,16,6.97,1511.0,Fantasy,,Shounen
Sky Wizards Academy OVA,Finished Airing,1.0,PG-13 - Teens 13 or older,7949.0,4739,25858,16,6.38,10951.0,"Action, Drama, Fantasy",School,
The Pumpkin Wine,Finished Airing,95.0,PG-13 - Teens 13 or older,5631.0,9324,4692,16,6.76,1051.0,"Comedy, Romance",School,Shounen
Donten: Laughing Under the Clouds - Gaiden: Chapter 3 - Conspiracy of the Military,Finished Airing,1.0,PG-13 - Teens 13 or older,3404.0,6377,12180,16,7.21,2335.0,"Action, Supernatural",Historical,
ClassicaLoid 2,Finished Airing,25.0,PG-13 - Teens 13 or older,7243.0,7638,7807,16,6.5,2064.0,Comedy,"Anthropomorphic, Music",
Top Striker,Finished Airing,49.0,G - All Ages,5910.0,9093,5068,16,6.72,2664.0,Sports,Team Sports,
Final Fantasy VII: Advent Children - Venice Film Festival Footage,Finished Airing,1.0,PG-13 - Teens 13 or older,1981.0,6136,13314,16,7.51,5856.0,"Action, Drama, Fantasy, Sci-Fi",,
Lecherous Lessons,Finished Airing,1.0,Rx - Hentai,,8340,6281,16,6.25,2162.0,Hentai,,
,Finished Airing,1.0,Rx - Hentai,,8606,5838,16,6.27,2266.0,Hentai,,
Code Geass: Lelouch of the Rebellion R2 Extra Flash - Baba Theater Redux,Finished Airing,9.0,PG-13 - Teens 13 or older,11592.0,5504,17749,16,5.71,5949.0,Comedy,Parody,
Twin Angels Break,Finished Airing,12.0,PG-13 - Teens 13 or older,10429.0,5902,14809,16,5.95,4127.0,Fantasy,Mahou Shoujo,
Hot Times at Manga Cafe,Finished Airing,1.0,Rx - Hentai,,7753,7506,16,6.36,3051.0,Hentai,,
Dragon Raja: An Invitation From a Foreign Land,Finished Airing,1.0,PG-13 - Teens 13 or older,2797.0,6286,12586,16,7.32,5663.0,Fantasy,School,
Fate/Zero: Please! Einzbern Counseling Room,Finished Airing,6.0,PG-13 - Teens 13 or older,6402.0,3889,39303,16,6.64,17366.0,Comedy,,
,Finished Airing,3.0,Rx - Hentai,,7905,7154,16,6.49,2095.0,Hentai,,
Zaion: I Wish You Were Here,Finished Airing,4.0,R - 17+ (violence & profanity),10264.0,6615,11117,16,5.97,4124.0,"Action, Drama, Mystery, Sci-Fi",,
,Finished Airing,1.0,G - All Ages,1979.0,7586,7908,16,7.51,4799.0,"Adventure, Comedy, Sci-Fi",,Seinen
,Finished Airing,1.0,PG-13 - Teens 13 or older,2388.0,8887,5420,16,7.41,401.0,"Action, Mystery, Supernatural",Detective,Seinen
,Finished Airing,1.0,G - All Ages,5702.0,6052,13863,16,6.76,7604.0,"Action, Sci-Fi",Mecha,
,Finished Airing,51.0,PG-13 - Teens 13 or older,6497.0,9712,4156,16,6.62,1045.0,"Action, Adventure, Fantasy","Isekai, Strategy Game",Shounen
Tawawa on Monday 2: Episode 13,Finished Airing,1.0,PG-13 - Teens 13 or older,6513.0,5643,16707,16,6.62,6067.0,"Slice of Life, Ecchi",,
The Qwaser of Stigmata: Portrait of the Empress,Finished Airing,1.0,R+ - Mild Nudity,7980.0,4450,29703,16,6.37,11821.0,"Action, Fantasy, Ecchi","Harem, School, Urban Fantasy",Seinen
Mobile Suit Gundam Wing: Operation Meteor,Finished Airing,4.0,PG-13 - Teens 13 or older,2572.0,6472,11697,16,7.36,4060.0,"Action, Adventure, Drama, Sci-Fi","Mecha, Military, Psychological, Space",
Cyborg 009,Finished Airing,26.0,PG-13 - Teens 13 or older,5359.0,7831,7341,16,6.82,2586.0,"Action, Adventure, Sci-Fi",Mecha,Shounen
,Finished Airing,2.0,PG-13 - Teens 13 or older,8526.0,6381,12111,16,6.29,5554.0,Romance,School,
,Finished Airing,5.0,PG-13 - Teens 13 or older,12105.0,8727,5686,16,5.59,1819.0,"Action, Fantasy, Sci-Fi",,
Nightsong of Splendor,Finished Airing,4.0,R+ - Mild Nudity,6275.0,9732,4132,16,6.66,1316.0,"Drama, Romance",Historical,
,Finished Airing,1.0,PG-13 - Teens 13 or older,6385.0,8776,5594,16,6.64,1190.0,"Fantasy, Romance","Music, Reverse Harem, School",
Lupin III Episode 0: The First Contact,Finished Airing,1.0,R - 17+ (violence & profanity),1906.0,6322,12391,16,7.53,5782.0,"Action, Adventure, Comedy, Mystery",Adult Cast,Seinen
,Finished Airing,1.0,Rx - Hentai,,8489,6027,16,6.65,2103.0,Hentai,,
Sex Demon Queen,Finished Airing,1.0,Rx - Hentai,,9575,4327,16,6.01,1776.0,"Comedy, Fantasy, Hentai","Mythology, Parody",
,Finished Airing,13.0,PG-13 - Teens 13 or older,11102.0,4151,34539,16,5.81,15185.0,Comedy,"CGDCT, Otaku Culture",
,Finished Airing,1.0,G - All Ages,,10932,2883,16,7.36,1797.0,,Music,
The Squid Girl OVA,Finished Airing,3.0,PG-13 - Teens 13 or older,2118.0,4461,29603,16,7.47,14214.0,Comedy,Anthropomorphic,Shounen
,Finished Airing,2.0,R+ - Mild Nudity,9531.0,6215,12925,16,6.11,3316.0,"Action, Adventure, Fantasy, Ecchi",,
Thumbelina: A Magical Story,Finished Airing,26.0,G - All Ages,5944.0,11668,2307,16,6.71,668.0,"Adventure, Fantasy",,Kids
Code Geass: Akito the Exiled - Memories of Hatred Picture Drama,Finished Airing,1.0,PG-13 - Teens 13 or older,6749.0,6709,10760,16,6.58,3088.0,"Comedy, Ecchi",Military,
,Finished Airing,12.0,PG-13 - Teens 13 or older,11473.0,10018,3828,16,5.74,244.0,"Mystery, Sci-Fi","Adult Cast, Idols (Male), Music",
,Finished Airing,5.0,R+ - Mild Nudity,8838.0,4553,28337,16,6.23,11360.0,Ecchi,,Shounen
Depravity: Destruction of a Female Teacher,Finished Airing,3.0,Rx - Hentai,,8775,5560,16,6.02,2048.0,Hentai,,
Neko Rahmen,Finished Airing,13.0,PG - Children,9238.0,9629,4255,16,6.16,1890.0,"Comedy, Gourmet","Anthropomorphic, Gag Humor, Workplace",
Fantastic Adventure Of Yohko: Leda,Finished Airing,1.0,PG-13 - Teens 13 or older,8682.0,7162,9151,16,6.26,3581.0,"Action, Adventure, Fantasy, Sci-Fi","Isekai, Mecha",
Pop Team Epic TV Special,Finished Airing,2.0,PG-13 - Teens 13 or older,2746.0,4725,25997,16,7.33,9896.0,"Avant Garde, Comedy",Parody,
,Finished Airing,1.0,PG-13 - Teens 13 or older,3513.0,6224,12839,16,7.18,5908.0,"Action, Comedy, Sci-Fi","Harem, Space",
Eudemon Quest,Finished Airing,20.0,PG-13 - Teens 13 or older,6959.0,9070,5110,16,6.55,1273.0,"Action, Adventure, Fantasy",,
,Finished Airing,12.0,PG-13 - Teens 13 or older,11736.0,8970,5254,16,5.68,1492.0,,"Music, School",
,Finished Airing,1.0,PG-13 - Teens 13 or older,,6613,11164,16,7.23,5558.0,,"Idols (Female), Music",
,Currently Airing,0.0,Rx - Hentai,,10493,3286,16,7.26,1009.0,Hentai,,
The Super Dimension Century Orguss,Finished Airing,35.0,PG-13 - Teens 13 or older,7404.0,7693,7626,16,6.47,1938.0,"Action, Adventure, Romance, Sci-Fi",Mecha,
Tonbo! Season 2,Finished Airing,13.0,PG-13 - Teens 13 or older,2837.0,8656,5799,16,7.31,2692.0,"Drama, Sports",,
,Not yet aired,0.0,,,11367,2543,16,,,"Comedy, Fantasy, Romance",Villainess,
"Captivated, By You",Not yet aired,5.0,,,8422,6172,16,,,Slice of Life,School,
,Finished Airing,2.0,Rx - Hentai,,8585,5865,16,6.34,2276.0,Hentai,,
,Finished Airing,5.0,G - All Ages,12468.0,10988,2835,16,5.48,172.0,Horror,,
Tenchi Muyo! Ryo-Ohki: The Night Before The Carnival,Finished Airing,1.0,R+ - Mild Nudity,2872.0,5567,17273,16,7.3,8793.0,"Comedy, Romance, Sci-Fi",Harem,
Popolocrois Monogatari,Finished Airing,25.0,PG - Children,4549.0,9667,4199,16,6.98,1412.0,"Adventure, Fantasy",,
,Finished Airing,1.0,PG-13 - Teens 13 or older,,10417,3356,16,6.91,1751.0,,Music,
Fatal Fury: Legend of the Hungry Wolf,Finished Airing,1.0,PG-13 - Teens 13 or older,8016.0,6339,12320,16,6.37,6618.0,"Action, Adventure, Drama, Romance",Martial Arts,
Himawari!,Finished Airing,13.0,PG-13 - Teens 13 or older,8414.0,4743,25699,16,6.3,8097.0,"Adventure, Comedy",Martial Arts,
,Finished Airing,1.0,Rx - Hentai,,8401,6179,16,6.07,2147.0,Hentai,,
"Welcome, Chitose",Finished Airing,24.0,G - All Ages,5414.0,7991,6981,16,6.81,1960.0,Slice of Life,Anthropomorphic,Josei
Beet the Vandel Buster,Finished Airing,52.0,PG - Children,4816.0,5680,16325,16,6.92,6969.0,"Action, Adventure, Fantasy",,Shounen
The Adventures of Hutch the Honeybee,Finished Airing,91.0,G - All Ages,6566.0,9654,4219,16,6.61,2382.0,"Adventure, Comedy, Drama",,
,Finished Airing,13.0,PG-13 - Teens 13 or older,13880.0,5977,14295,16,4.65,5565.0,"Comedy, Gourmet, Mystery",Detective,
Fantastic Detective Labyrinth,Finished Airing,25.0,PG-13 - Teens 13 or older,6340.0,6654,10914,16,6.65,2817.0,"Mystery, Sci-Fi",,Shounen
,Not yet aired,0.0,,,12151,2028,16,,,"Action, Adventure, Fantasy",Isekai,
,Finished Airing,1.0,G - All Ages,2284.0,7305,8721,16,7.43,5331.0,"Action, Adventure, Comedy",,Seinen
,Finished Airing,50.0,G - All Ages,5098.0,11012,2813,16,6.87,746.0,"Adventure, Fantasy",,Kids
Immoral Sisters: Blossoming,Finished Airing,2.0,Rx - Hentai,,8100,6751,16,6.03,2624.0,Hentai,,
Flying Phantom Ship,Finished Airing,1.0,PG - Children,7059.0,8088,6777,16,6.52,3536.0,"Adventure, Drama, Sci-Fi",Mecha,
Fate/Grand Order x Himuro's World: Seven Most Powerful Great Figures Chapter,Finished Airing,1.0,PG-13 - Teens 13 or older,8287.0,5124,21399,16,6.33,7569.0,Comedy,School,
,Finished Airing,16.0,PG - Children,9136.0,5898,14830,16,6.18,6199.0,Mystery,School,
"Bagi, the Monster of Mighty Nature",Finished Airing,1.0,PG-13 - Teens 13 or older,8214.0,9598,4291,16,6.33,2042.0,"Action, Romance, Sci-Fi",,
Pure Love Maniac,Finished Airing,2.0,Rx - Hentai,,8607,5852,16,6.46,1959.0,Hentai,,
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,Finished Airing,3.0,PG-13 - Teens 13 or older,7190.0,5527,17572,16,6.5,8935.0,"Action, Sci-Fi","Mecha, Military, Space",
Carp Reborn 3rd Season,Finished Airing,16.0,PG-13 - Teens 13 or older,8534.0,12144,2029,16,6.29,474.0,"Action, Adventure, Fantasy",,
,Finished Airing,1.0,PG-13 - Teens 13 or older,3932.0,8341,6279,16,7.11,1958.0,"Drama, Fantasy, Romance, Supernatural","Historical, Isekai, Time Travel",Shoujo
Slam Dunk: Shohoku Maximum Crisis! Burn Sakuragi Hanamichi,Finished Airing,1.0,PG-13 - Teens 13 or older,1944.0,5354,19102,16,7.52,9469.0,Sports,"School, Team Sports",Shounen
Transformers Energon,Finished Airing,51.0,PG-13 - Teens 13 or older,9554.0,8277,6401,16,6.1,3101.0,"Adventure, Sci-Fi","Mecha, Space",
